,0,1,2,3,4,5,countries,topics,tweet_clean
1883,1.56e+18,2022-08-17 09:13:49+00:00,"That's #Zatoka.

A place where every #Ukrainian used to spend their vacation.

No #military objects, just #civilian.

#RussiaIsATerroristState #UkraineRussiaWar #UkraineWar #Ukraine https://t.co/VO0qSTpXEx",Kyiv,1,0,Ukraine,Europe,That place every used spend vacation.No objects
1919,1.56e+18,2022-08-17 09:16:41+00:00,"Russia is shelling the civilian population of Ukraine every day. This is the aftermath of this night. Terrorists continue to destroy Ukraine!
#russiaisaterrorisstate 
@BBCNews @BBCBreaking @EuromaidanPress @RadioFreeEurope  @DeptofDefense @GuardianNews @Reuters @POTUS https://t.co/2vUq1zik2U",Украина,0,0,Ukraine,Europe,Russia shelling civilian population Ukraine every This aftermath night Terrorists continue destroy Ukraine
1933,1.56e+18,2022-08-17 09:09:20+00:00,"Let's help Ukrainians get through this troubled times
I just signed this workers rights petition: https://t.co/y3m6MolqpW #Veto5371 #Ukraine","Kyiv, Ukraine",0,0,Ukraine,Europe,help Ukrainians troubled timesI signed workers rights petition
1940,1.56e+18,2022-08-17 09:09:11+00:00,"#MikhailPodolyak, adviser of the Presidential Administration, announced new explosions in #Crimea over the next months.  
He also made it clear that #Ukraine views the Crimean Bridge as a legitimate military target. 

Slava Ukraini 🇺🇦 !!! https://t.co/xHZXwCXqvG","Kyiv, Ukraine",0,1,Ukraine,Europe,adviser Presidential Administration announced explosions next months also made clear views Crimean Bridge legitimate military target Slava Ukraini
1941,1.56e+18,2022-08-17 09:08:53+00:00,"Combat group K2 destroyed the occupiers' 120-mm mortar and the BC warehouse in Donetsk region (VIDEO)
https://t.co/z4p4qKGxyT
#Ukraine #UkraineRussianWar https://t.co/r6y57TazeW","Kyiv, Ukraine",0,0,Ukraine,Europe,Combat group destroyed occupiers mortar warehouse Donetsk region VIDEO
1942,1.56e+18,2022-08-17 09:08:32+00:00,"Russia's Gazprom warns European gas prices could climb a further 60%, citing western sanctions in reaction to Russia's war on Ukraine as cause for price rise

https://t.co/Q2qeolifzu","Kyiv, Ukraine",0,2,Ukraine,Europe,Russia Gazprom warns European prices could climb citing western sanctions reaction Russia Ukraine cause price rise
1947,1.56e+18,2022-08-17 09:08:31+00:00,"The United States remains committed to supporting global food security in the face of climate change, pandemic-related supply chain disruptions, and armed conflicts, including Russia’s unprovoked invasion of Ukraine. https://t.co/0IT3hk2jyn","Kyiv, Ukraine",0,2,Ukraine,Europe,United States remains committed supporting global food security face climate change pandemic-related supply chain disruptions armed conflicts including Russias unprovoked invasion Ukraine
1948,1.56e+18,2022-08-17 09:08:01+00:00,"Interesting details on the insurgency campaign inside Russian-held territory:
 https://t.co/Sx1Qd7owBf https://t.co/olfMaVXRBW","Kyiv, Ukraine",0,0,Ukraine,Europe,Interesting details insurgency campaign inside Russian-held territory
1949,1.56e+18,2022-08-17 09:07:42+00:00,"#RussiaUkraineWar:
Analysis: Action wanes at U.N. to isolate #Russia almost six months into #Ukraine war https://t.co/Qg3o6ujfrU","Kyiv, Ukraine",0,0,Ukraine,Europe,Analysis Action wanes U.N. isolate almost months
1951,1.56e+18,2022-08-17 09:07:18+00:00,"🇺🇦 Ukrainians kick off 2023 national selection quest
#oikotimes #eurovision #ukraine https://t.co/iBsZvjdC49","Kyiv, Ukraine",0,0,Ukraine,Europe,Ukrainians kick national selection quest
1953,1.56e+18,2022-08-17 09:07:09+00:00,17/08/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** #Ryazan https://t.co/ALDQuAvTIi,"Kyiv, Ukraine",0,1,Ukraine,Europe,/08/2022 Verified
1955,1.56e+18,2022-08-17 09:06:19+00:00,"""The first U.N. ship transporting Ukrainian grain to Africa has set sail."" by BY CARLY OLSON AND FARNAZ FASSIHI via NYT New York Times https://t.co/NGESvtCVLq","Kyiv, Ukraine",0,0,Ukraine,Europe,first U.N. ship transporting Ukrainian grain Africa sail CARLY OLSON FARNAZ FASSIHI York Times
1957,1.56e+18,2022-08-17 09:06:19+00:00,"Russia-Ukraine war: Odesa region hit by Russian missile attack, says area’s spokesman – live https://t.co/CDhHpzMg2r","Kyiv, Ukraine",0,0,Ukraine,Europe,Russia-Ukraine Odesa region Russian missile attack says areas spokesman live
1959,1.56e+18,2022-08-17 09:06:19+00:00,"👇👇👇👇 important messages here re Russia losing more credibility and critical that ""west"" ramps up military support for Ukraine @johnsweeneyroar https://t.co/fbDpE8fJdm","Kyiv, Ukraine",0,2,Ukraine,Europe,important messages Russia losing credibility critical west ramps military support Ukraine
1960,1.56e+18,2022-08-17 09:06:14+00:00,"👍Captured Russian mercenaries ""Wagner"".
#UkraineRussiaWar #Ukraine #Russia #StandWithUkraine #ArmUkraine #EU #USA #UK #SupportUkraine https://t.co/1c81hHy8h6","Kyiv, Ukraine",0,6,Ukraine,Europe,Captured Russian mercenaries Wagner
1962,1.56e+18,2022-08-17 09:06:08+00:00,It is only me who finds that traveling within Africa  is more expensive than traveling in  other continents even before the Russia-Ukraine war .,"Kyiv, Ukraine",0,5,Ukraine,Europe,finds traveling within Africa expensive traveling continents even Russia-Ukraine
1963,1.56e+18,2022-08-17 09:05:57+00:00,17/08/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** #NovaKakhovka https://t.co/0SyPpVixRj,"Kyiv, Ukraine",0,0,Ukraine,Europe,/08/2022 Verified
1964,1.56e+18,2022-08-17 09:05:29+00:00,'Escalation?...The Russians Have Already Escalated': Former Estonian Spy Chief On Why The West Should Continue To Support Ukraine https://t.co/Kg8Qq4R8XU,"Kyiv, Ukraine",0,1,Ukraine,Europe,'Escalation Russians Have Already Escalated Former Estonian Chief West Should Continue Support Ukraine
1966,1.56e+18,2022-08-17 09:05:18+00:00,"#Dzhankoy is a key hub for Russian operations on the east of #Ukraine - British Intelligence 
https://t.co/kBUT7YL6MI","Kyiv, Ukraine",0,0,Ukraine,Europe,Russian operations east British Intelligence
1969,1.56e+18,2022-08-17 09:05:11+00:00,"Subscribe👉TELEGRAM: https://t.co/Uw6hADCvaz
Captured ""Wagnerites"" (russian private military company)

#Ukraine #UkraineWar #UkraineRussianWar #UkraineUnderAttack #Украина #Україна https://t.co/rQYdlOB5Y0","Kyiv, Ukraine",2,5,Ukraine,Europe,SubscribeTELEGRAM Wagnerites russian private military company
1970,1.56e+18,2022-08-17 09:05:05+00:00,"TSX:CET recovers on breaking news: Leaders of Germany, France, Italy, Romania in Ukraine to support fight against Russia","Kyiv, Ukraine",0,0,Ukraine,Europe,recovers breaking news Leaders Germany France Italy Romania Ukraine support fight Russia
1986,1.56e+18,2022-08-17 09:02:47+00:00,17/08/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** #NovaKakhovka https://t.co/ErBc24fZMt,"Lagos, Nigeria",1,1,Africa,Africa,/08/2022 Verified
1987,1.56e+18,2022-08-17 09:02:23+00:00,"🔥🔥🔥The base of the Russian occupiers in the city of Nova Kakhovka, Kherson region, was destroyed!
#UkraineRussiaWar #Ukraine #Russia #StopRussia #StandWithUkraine #EU #USA #UK https://t.co/G8QxIpTJG0","Lagos, Nigeria",0,3,Africa,Africa,base Russian occupiers city Nova Kakhovka Kherson region destroyed
1989,1.56e+18,2022-08-17 09:02:12+00:00,Ukraine's president condemns 'Russia's nuclear terrorism' in call with Macron https://t.co/qzIINezXPY via @ein_news,"Lagos, Nigeria",2,13,Africa,Africa,Ukraine president condemns 'Russia nuclear terrorism call Macron
1991,1.56e+18,2022-08-17 09:02:07+00:00,"We are working with @IOMBulgaria to provide immediate support to the most vulnerable persons fleeing #Ukraine through various forms of social assistance and counseling, as well as cash-based interventions.

#CEBdonors #UkraineResponse https://t.co/SepyE3UsLO","Lagos, Nigeria",2,7,Africa,Africa,working provide immediate support vulnerable persons fleeing various forms social assistance counseling well cash-based interventions
1992,1.56e+18,2022-08-17 09:02:01+00:00,17/08/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Verified** https://t.co/ueJfgPe627,"Lagos, Nigeria",0,1,Africa,Africa,/08/2022 Verified
1995,1.56e+18,2022-08-17 09:01:22+00:00,"In August, the USDA increased its estimates on barley production in Russia by 500,000 t to 20 mmt, in Australia by 500,000 t to 11.5 mmt, in Canada by 200,000 t to 9.9 mmt, in Türkiye by 400,000 t to 7.4 mmt, and in Ukraine by 700,000 t to 6.4 mmt. 
https://t.co/fdKYCH1ZeL https://t.co/xovKdAtRPj","Lagos, Nigeria",0,0,Africa,Africa,August USDA increased estimates barley production Russia Australia Canada Trkiye Ukraine
2043,1.56e+18,2022-08-17 09:01:04+00:00,"#odessa #odesa #ukraine #одесса
Now: 31.0°C
Today's Min: 22.4°C at 04:48:34
Today's Max: 31.0°C at 11:55:25
Month's Min: 19.3°C at 2022-08-03 05:39:45
Month's Max: 33.8°C at 2022-08-07 14:46:05",Украина,0,0,Ukraine,Europe,CToday :48:34Today :55:25Month -08-03 :39:45Month -08-07 :46:05
2049,1.56e+18,2022-08-17 08:54:27+00:00,"The United States is proud to support Ukraine’s effort to feed millions around the world, even as Russia continues its brutal war against Ukraine. @USAID will give $68 million to support the World Food Program’s purchase of 150,000 tons of Ukrainian wheat. https://t.co/fPkgbfrByF https://t.co/pDJW1DpN5c",London,30,125,United Kingdom,Europe,United States proud support Ukraines effort feed millions around world even Russia continues brutal Ukraine give million support World Food Programs purchase tons Ukrainian wheat
2050,1.56e+18,2022-08-17 08:54:16+00:00,"A strong explosion rang out in the enemy's lair in the center of #Melitopol. One of the occupiers' command posts is located there.

All will be #Ukraine

#UkraineWillWin",London,1,6,United Kingdom,Europe,strong explosion rang enemy lair center occupiers command posts located there.All
2051,1.56e+18,2022-08-17 08:54:08+00:00,"❗These are the Russians going to ""liberate"" Ukraine. Putin is gaining every rabble. He absolutely does not care about the fate of people.
#Russia #Russians #RussiaIsATerroristState #StopPutin #StopRussia #StandWithUkraine https://t.co/vHUB1KkF2f",London,0,3,United Kingdom,Europe,These Russians going liberate Ukraine Putin gaining every rabble absolutely care fate people
2052,1.56e+18,2022-08-17 08:53:12+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/8Zf34c4Y5J",London,0,1,United Kingdom,Europe,looking please FOLLOW
2053,1.56e+18,2022-08-17 08:53:07+00:00,"💥#Ukraine 🇺🇦: President #Macron is complicit in the bombing of the #Zaporija nuclear power plant by calling on #Russia to withdraw from #Zaporozhye rather than calling on #Zelensky to stop the strikes on the nuclear power plant.
#France has sunk❗
#Russia
https://t.co/P8NGleJ1Hx",London,2,3,United Kingdom,Europe,President complicit bombing nuclear power plant calling withdraw rather calling stop strikes nuclear power plant sunk
2054,1.56e+18,2022-08-17 08:53:02+00:00,"⚡️ At Pivdenny Buh direction #Russian tanks, artillery shelled #Mykolaiv, Stepova Dolyna and 27 more settlements, - General Staff of Armed Forces of #Ukraine says in the morning report.
#UkraineRussiaWar",London,0,1,United Kingdom,Europe,Pivdenny direction tanks artillery shelled Stepova Dolyna settlements General Staff Armed Forces says morning report
2055,1.56e+18,2022-08-17 08:52:57+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/hkJUjjNhLm",London,1,2,United Kingdom,Europe,looking please FOLLOW
2056,1.56e+18,2022-08-17 08:52:32+00:00,"Russia’s aggression against Ukraine poses a dire threat to global food security.

Through its barbaric invasion, Moscow has strangled well established sea-trade routes for Ukrainian grain.

#PutinHungerGames
#HungerMadeInRussia https://t.co/tZYBcoUzdk",London,63,53,United Kingdom,Europe,Russias aggression Ukraine poses dire threat global food security.Through barbaric invasion Moscow strangled well established sea-trade routes Ukrainian grain
2058,1.56e+18,2022-08-17 08:52:27+00:00,Russia - Ukraine war: Thousands of Jews quit Russia amid fears of persecution https://t.co/O3pM5Mcvmc,London,0,0,United Kingdom,Europe,Russia Ukraine Thousands Jews quit Russia amid fears persecution
2059,1.56e+18,2022-08-17 08:52:03+00:00,Crimea 'sabotage' highlights Russia's woes in Ukraine war https://t.co/Mdbo4DqQnH,London,0,0,United Kingdom,Europe,Crimea 'sabotage highlights Russia woes Ukraine
2061,1.56e+18,2022-08-17 08:51:57+00:00,The world #foodcrisis is about to get worse https://t.co/G44bD0xwiF,London,0,0,United Kingdom,Europe,world worse
2065,1.56e+18,2022-08-17 08:51:30+00:00,Crimea 'sabotage' highlights Russia's woes in #Ukraine war - Aug 17 @ 4:48 AM ET https://t.co/gYVmFmgWK4,London,0,0,United Kingdom,Europe,Crimea 'sabotage highlights Russia woes
2069,1.56e+18,2022-08-17 08:51:24+00:00,"Interview with Henry Kissinger ""There Is No Good Historical Example"" for War in #Ukraine️  
&lt;Not a question of wisdom but exprerience, yet...
#UkraineRussiaWar #Russia #NATO #Biden #EuropeanUnion #USA #geopolitics #Diplomacy https://t.co/PFcElve3qq",London,0,0,United Kingdom,Europe,Interview Henry Kissinger There Good Historical Example question wisdom exprerience
2070,1.56e+18,2022-08-17 08:51:03+00:00,"⚡️ #Russian forces attempted to advance near Schevchenkove, but failed. Clashes ongoing near Novomykhailivka, - General Staff of Armed Forces of #Ukraine says in the morning report.
#StopRussianWar #UkraineRussiaWar",London,0,0,United Kingdom,Europe,forces attempted advance near Schevchenkove failed Clashes ongoing near Novomykhailivka General Staff Armed Forces says morning report
2071,1.56e+18,2022-08-17 08:50:37+00:00,"How the Horrors of War Have Become a Permanent Feature of Virtual Reality by @K_Izdebski 

https://t.co/xkHsz1rVOx

FYI: @VeraJourova @ivanastradner @Gerashchenko_en @OTregub @PaulaChertok @OPokalchuk @WarintheFuture https://t.co/uK39VnoFx5",London,0,1,United Kingdom,Europe,Horrors Have Become Permanent Feature Virtual Reality
2075,1.56e+18,2022-08-17 08:50:24+00:00,"As the Kremlin uses sales from Russia’s vast diamond industry to finance war crimes in Ukraine, the limits of global efforts to restrict purchase of “blood” or “conflict” diamonds (the Kimberley process) become clear. https://t.co/hK5giIRCzV",London,4,20,United Kingdom,Europe,Kremlin uses sales Russias vast diamond industry finance crimes Ukraine limits global efforts restrict purchase blood conflict diamonds Kimberley process become clear
